appid,name_x,label_dead,label_dead_binary,avg_players_median_6m,months_used,min_months_required,min_months_ok,first_month_in_window,last_month,name_y,type,is_free,required_age,release_date,coming_soon,developers,publishers,categories,genres,tags,windows,mac,linux,initial_price,final_price,discount_percent,metacritic_score,recommendations_total,achievements_total,supported_languages,pc_min_requirements,controller_support,has_dlc,dlc_count,crawl_timestamp,crawl_status
1058690,Signs of the Sojourner,Dead,1,1.345,6,3,True,2021-12-01,2024-08-01,Signs of the Sojourner,game,False,0.0,"14 May, 2020",False,Echodog Games,Echodog Games,"Adventure, Casual, Indie, RPG","Adventure, Casual, Indie, RPG","Indie, RPG, Casual, Adventure, Card Game, Interactive Fiction, Visual Novel, Choices Matter, Deckbuilding, Choose Your Own Adventure, Conversation, Text-Based, Narrative, Story Rich, Exploration, Relaxing, Singleplayer, 2D, Mouse only, Colorful",True,True,False,₪73.95,₪73.95,0.0,77.0,153.0,14.0,English,"Minimum:OS *:Windows 7 SP1Processor:2GHzMemory:2 GB RAMGraphics:1GB VRAMDirectX:Version 10Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,1.0,2025-08-24T18:49:16.369475,success
1058700,LOVE³ -Love Cube- Demo,Dead,1,2.275,6,3,True,2022-03-01,2022-10-01,LOVE³ -Love Cube-,game,False,18.0,"25 Jul, 2019",False,NEKO WORK H,"NEKO WORKs, FAKKU","Casual, Indie","Casual, Indie","Sexual Content, Nudity, Hentai, Mature, Visual Novel, Anime, Indie, Casual, NSFW, Romance, Dating Sim, Adventure, Cute, World War II",True,False,False,₪36.95,₪36.95,0.0,,222.0,26.0,"English, Simplified Chinese, Traditional Chinese, Japanese","Minimum:OS *:Windows 7/8.1/10Processor:1.8 GHz Pentium 4Memory:1 GB RAMGraphics:1280 x 720DirectX:Version 11Storage:6 GB available spaceRecommended:OS *:Windows 7/8.1/10Processor:2.0 GHz Intel Core2DuoMemory:2 GB RAMGraphics:1280 x 720DirectX:Version 11Storage:6 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,2.0,2025-08-24T18:49:19.685306,success
1058710,中世纪君主 Medieval Monarch,Dead,1,1.68,6,3,True,2022-08-01,2025-07-01,Monarch : Medieval Remastered,game,False,0.0,"11 Aug, 2025",False,Mr.Lordy,Mr.Lordy,"Indie, RPG, Simulation, Strategy","Indie, RPG, Simulation, Strategy","Strategy, Medieval, Grand Strategy, Simulation, RPG, Immersive Sim, Historical, Management, Strategy RPG, Choices Matter, Sandbox, Political Sim, CRPG, Tactical RPG, War, Economy, Wargame, Life Sim, Singleplayer, 2D",True,False,False,₪43.95,₪36.47,17.0,,30.0,28.0,"English, Simplified Chinese",Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 64 bitProcessor:Core I3Memory:4 GB RAMDirectX:Version 11Storage:2 GB available spaceSound Card:不听音乐可有可无Recommended:Requires a 64-bit processor and operating system,,False,0.0,2025-08-24T18:49:22.909057,success
1058770,我来自江湖,Dead,1,28.475,6,3,True,2025-02-01,2025-07-01,我来自江湖 From Jianghu,game,False,0.0,"24 Jul, 2020",False,Gamexel Studio,INDIECN,"Adventure, Indie, RPG, Simulation, Strategy, Early Access","Adventure, Indie, RPG, Simulation, Strategy, Early Access","Building, Simulation, RPG, Indie, Adventure, Strategy, Martial Arts, Word Game, Early Access, Turn-Based Strategy, Sandbox, Text-Based, Survival",True,False,False,₪36.95,₪36.95,0.0,,2128.0,25.0,Simplified Chinese,Minimum:OS:Processor:Memory:4 GB RAMGraphics:Storage:100 MB available spaceSound Card:Additional Notes:,,False,0.0,2025-08-24T18:49:49.744706,success
1058830,Spin Rhythm XD,Dead,1,20.415,6,3,True,2025-02-01,2025-07-01,Spin Rhythm XD,game,False,0.0,"14 Mar, 2023",False,Super Spin Digital,Super Spin Digital,"Action, Casual, Indie","Action, Casual, Indie","Rhythm, Music, Casual, Indie, Action, Multiplayer, Difficult, Controller, Arcade, Singleplayer, Fast-Paced, Colorful, Futuristic, Space, 3D, Audio Production, Emotional, eSports, Early Access, Flight",True,True,True,₪74.99,₪74.99,0.0,,22.0,46.0,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Korean, Russian","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 SP1+, 8, 10, 64-bit versionsProcessor:Intel or AMD Processor, 2ghz+Memory:2048 MB RAMDirectX:Version 10Storage:2 GB available spaceVR Support:OpenXR, requires motion controllersAdditional Notes:MIDI DJ controllers supported (touch sensitive recommended)Recommended:Requires a 64-bit processor and operating systemOS *:Windows 7 SP1+, 8, 10, 64-bit versionsProcessor:Intel Core i5/i7, AMD Ryzen 5/7Memory:4096 MB RAMGraphics:NVIDIA 970 GTX+, AMD RX 470+DirectX:Version 11Storage:2 GB available spaceVR Support:OpenXR, requires motion controllersAdditional Notes:MIDI DJ controllers supported (touch sensitive recommended)*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support, Steam Input API Support",True,4.0,2025-08-24T18:49:55.694775,success
1058980,Dinosaur Bone Digging,Dead,1,0.94,6,3,True,2023-09-01,2024-10-01,Dinosaur Bone Digging,game,False,0.0,"25 Apr, 2019",False,A Nostru,My Way Games,"Adventure, Casual, Indie, Simulation, Sports","Adventure, Casual, Indie, Simulation, Sports","Casual, Indie, Adventure, Simulation, Singleplayer, Minigames, Sports, Dinosaurs, Family Friendly",True,False,False,₪3.50,₪3.50,0.0,,31.0,0.0,English,"Minimum:OS *:Windows 7 x64Processor:Intel Dual CoreGraphics:Intel HD graphicsStorage:100 MB available spaceRecommended:OS:Windows 10 x64Processor:Intel Quad CoreGraphics:GT 730Storage:100 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T18:50:17.859617,success
1058990,MissionMaker,Dead,1,0.595,6,3,True,2019-10-01,2022-06-01,MissionMaker,software,True,0.0,"15 Apr, 2019",False,"Duck Duck Zeus Ltd, MAGiCAL Projects",Duck Duck Zeus Ltd.,"Education, Utilities, Game Development, Early Access","Education, Utilities, Game Development, Early Access","Utilities, Early Access, Education, Game Development",True,False,False,Free To Play,Free To Play,0.0,,16.0,0.0,English,"Minimum:OS *:Windows 7 SP1+Processor:Core I3Memory:2 GB RAMGraphics:256MBDirectX:Version 10Storage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T18:50:20.940391,success
1059230,When I Was Young,Dead,1,0.545,6,3,True,2020-09-01,2021-04-01,When I Was Young,game,False,0.0,"10 Jul, 2020",False,WallRus Group,Art Games Studio S.A.,"Action, Adventure, Indie","Action, Adventure, Indie","Action, Adventure, Indie, 2D, Pixel Graphics, Historical, Military, War, Cold War, Great Soundtrack, Difficult, Singleplayer, Platformer, Atmospheric, Story Rich, Retro, Wargame, Exploration, America, Narration",True,False,False,Demo,Demo,0.0,,146.0,28.0,"English, Russian","Minimum:OS *:Windows 7Processor:2.1 GHZMemory:2 GB RAMGraphics:512 MbDirectX:Version 9.0cStorage:2 GB available spaceSound Card:DirectX compatible*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Partial Xbox Controller Support,True,2.0,2025-08-24T18:51:11.581585,success
1059380,Dollhouse Open Beta,Dead,1,0.095,4,3,True,2019-04-01,2019-07-01,Welcome to Steam,game,False,0.0,,False,,,,,,True,True,True,₪110.95,₪83.21,40.0,,0.0,0.0,,,,False,0.0,2025-08-24T18:51:49.684134,success
1059430,PAGAN PEAK VR,Dead,1,0.575,6,3,True,2020-07-01,2021-02-01,PAGAN PEAK VR,game,False,0.0,"30 Oct, 2019",False,anotherworld GmbH,anotherworld GmbH,Adventure,Adventure,"Adventure, VR, Horror, Escape Room, Thriller",True,False,False,₪29.50,₪29.50,0.0,,162.0,0.0,"English, German",Minimum:Requires a 64-bit processor and operating systemOS:Win 10 64Processor:Intel i7 or greaterMemory:16 GB RAMGraphics:Nvidia GTX 1060 or greaterStorage:17 GB available spaceVR Support:SteamVR or Oculus PC. Standing OnlyAdditional Notes:It is recommended to install PAGAN PEAK VR on an SSD driveRecommended:Requires a 64-bit processor and operating systemOS:Win 10 64Processor:Intel i7 or greaterMemory:32 GB RAMGraphics:Nvidia GTX 1080 or greaterStorage:17 GB available spaceAdditional Notes:It is recommended to install PAGAN PEAK VR on an SSD drive,,False,0.0,2025-08-24T18:51:59.207165,success
1059880,Devious Dungeon,Dead,1,1.085,6,3,True,2021-05-01,2023-07-01,Devious Dungeon,game,False,0.0,"16 Aug, 2019",False,"Woblyware, Ratalaika Games S.L.","Ratalaika Games S.L., Meridian4","Action, Adventure, Casual, Indie, RPG","Action, Adventure, Casual, Indie, RPG","Action Roguelike, 2D Platformer, Dungeon Crawler, Difficult, Platformer, Arcade, Action RPG, Roguelike, RPG, 2D, Procedural Generation, Action, Pixel Graphics, Dark Fantasy, Fantasy, Atmospheric, Retro, Singleplayer, Indie, Replay Value",True,False,False,₪80.12,₪29.50,13.0,,276.0,23.0,"English, French, German, Spanish - Spain, Traditional Chinese","Minimum:OS *:Windows 7Processor:core2duoMemory:1024 MB RAMGraphics:AnythingSound Card:AnythingAdditional Notes:Gamepad recommended*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Partial Xbox Controller Support,False,0.0,2025-08-24T18:53:29.972444,success
1059900,Tribe: Primitive Builder,Dead,1,5.18,6,3,True,2025-02-01,2025-07-01,Tribe: Primitive Builder,game,False,0.0,"12 Oct, 2023",False,"Space Boat Studios, Baked Games","PlayWay S.A., Polyslash","Adventure, Casual, Simulation","Adventure, Casual, Simulation","Nature, Simulation, Automation, 3D, Family Friendly, Casual, Resource Management, Realistic, Colony Sim, Base Building, City Builder, Exploration, Building, Crafting, First-Person, Singleplayer, Atmospheric, Adventure, Survival, Fishing",True,False,False,₪64.99,₪64.99,0.0,64.0,594.0,29.0,"English, Polish, French, German, Spanish - Spain, Portuguese - Brazil, Italian, Traditional Chinese, Simplified Chinese, Czech, Danish, Finnish, Spanish - Latin America, Dutch, Japanese, Korean, Norwegian, Portuguese - Portugal, Russian, Swedish, Turkish",Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 (64-bit) or newerProcessor:Intel Core i5-6400 / AMD Ryzen 5 1500XMemory:8 GB RAMGraphics:RX 570 4GB VRAM / GeForce GTX 970 4GB VRAMDirectX:Version 11Storage:10 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 (64-bit) or newerProcessor:Intel Core i5-6600K / AMD Ryzen 5 2600X or betterMemory:8 GB RAMGraphics:Nvidia 1660 Super or betterDirectX:Version 12Storage:10 GB available space,,False,0.0,2025-08-24T18:53:37.224982,success
1059980,Just King,Dead,1,5.13,6,3,True,2025-02-01,2025-07-01,Just King,game,False,0.0,"19 Dec, 2023",False,VISH,"VISH, IndieArk","Action, Casual, Indie, RPG, Strategy","Action, Casual, Indie, RPG, Strategy","Roguelite, Strategy, Arena Shooter, Auto Battler, Tactical, Roguelike, Deckbuilding, Action Roguelike, Indie, Action RPG, 2D, RPG, Casual, PvP, Fantasy, Replay Value, Pixel Graphics, Cute, Singleplayer, Action",True,False,False,₪40.01,₪18.50,29.0,,1337.0,97.0,"English, Spanish - Spain, Simplified Chinese, Spanish - Latin America, Polish, Portuguese - Brazil, Japanese, Korean, German","Minimum:OS *:Windows 7Processor:Intel Pentium 4Memory:1 GB RAMStorage:250 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",True,1.0,2025-08-24T18:53:50.618321,success
1059990,Trombone Champ,Dead,1,34.23,6,3,True,2025-02-01,2025-07-01,Trombone Champ,game,False,0.0,"15 Sep, 2022",False,Holy Wow Studios LLC,Holy Wow Studios LLC,"Casual, Indie","Casual, Indie","Rhythm, Comedy, Funny, Music, Cute, Cartoon, Casual, Singleplayer, Colorful, Parody, Moddable, Satire, 3D, Memes, Family Friendly, Indie, Experimental, Souls-like, Horror, Difficult",True,True,False,₪55.95,₪55.95,0.0,82.0,129.0,25.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Portuguese - Brazil","Minimum:OS *:Windows 7Processor:Intel 3rd generation Core (ie. Core i7-3770) or higherMemory:2 GB RAMGraphics:Intel HD 4000 or higherStorage:723 MB available spaceSound Card:Integrated*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,2.0,2025-08-24T18:53:53.959893,success
1060210,Disaster Report 4: Summer Memories,Dead,1,2.4,6,3,True,2023-07-01,2025-05-01,Disaster Report 4: Summer Memories,game,False,0.0,"7 Apr, 2020",False,Granzella Inc.,"NIS America, Inc.","Action, Adventure","Action, Adventure","Adventure, Action, Survival, Choices Matter, Atmospheric, Character Customization, Third Person, Female Protagonist, VR, Story Rich, Singleplayer, Anime",True,False,False,Play demo for free,Play demo for free,0.0,58.0,415.0,43.0,"English, Japanese, Korean, Traditional Chinese","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 64bit or laterProcessor:Dual core AMD or Intel processor @ 3.0 GHz or fasterMemory:4 GB RAMGraphics:GTX 950, AMD R9 280 or newerDirectX:Version 11Storage:27 GB available spaceAdditional Notes:GTX 950 and AMD R9 280 may have trouble running VRRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7 64bit or laterProcessor:Quad core AMD or Intel processor @ 2.8 GHz or fasterMemory:8 GB RAMGraphics:GTX 1060, AMD RX 580 or newerDirectX:Version 11Storage:27 GB available spaceAdditional Notes:Game runs 60 FPS on ""High"" settings with these specs*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Partial Xbox Controller Support,True,9.0,2025-08-24T18:54:35.645812,success
1060220,Langrisser I & II,Dead,1,14.95,6,3,True,2025-02-01,2025-07-01,Langrisser I & II,game,False,0.0,"10 Mar, 2020",False,Chara-ani Corporation,"NIS America, Inc.","RPG, Strategy","RPG, Strategy","RPG, Strategy, Turn-Based Tactics, Strategy RPG, JRPG, Anime, Turn-Based Strategy, Turn-Based, Remake, Singleplayer, Tactical RPG, Fantasy, Turn-Based Combat, Classic, Choices Matter, Multiple Endings",True,False,False,₪189.95,₪189.95,0.0,,793.0,42.0,"English, Japanese, Korean, Traditional Chinese","Minimum:Requires a 64-bit processor and operating systemOS:Win7 x64 or newerProcessor:Dual core AMD or Intel Processor @ 2.80 GHz or higherMemory:4 GB RAMGraphics:Nvidia GTS 450, AMD Radeon R7 250 or newer OR Integrated graphics with 8-16 GB System MemoryDirectX:Version 11Storage:5 GB available spaceAdditional Notes:Tested integrated graphics: Intel® HD Graphics 4600, Radeon HD 8670D (Both needed 16 GB of RAM)Recommended:Requires a 64-bit processor and operating system",Partial Xbox Controller Support,True,4.0,2025-08-24T18:54:38.959824,success
1060230,Sapiens,Dead,1,40.57,6,3,True,2025-02-01,2025-07-01,Sapiens,game,False,0.0,"26 Jul, 2022",False,Majic Jungle,Majic Jungle,"Indie, Simulation, Strategy, Early Access","Indie, Simulation, Strategy, Early Access","Early Access, Colony Sim, City Builder, God Game, Base Building, Building, Survival, Crafting, Management, Life Sim, Sandbox, Simulation, Strategy, Moddable, Open World, 3D, Singleplayer, Adventure, Exploration, Indie",True,True,False,₪92.95,₪92.95,0.0,,12.0,0.0,English,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 - 64 BitProcessor:Multi core CPUMemory:8 GB RAMGraphics:GTX 970 or betterNetwork:Broadband Internet connectionStorage:2 GB available spaceAdditional Notes:Requires up to date graphics driversRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 - 64 BitProcessor:Multi core CPUMemory:16 GB RAMGraphics:GTX 1080 or betterStorage:8 GB available space,,True,1.0,2025-08-24T18:54:42.076880,success
1060300,Homeless Simulator,Dead,1,0.185,6,3,True,2019-07-01,2020-10-01,Homeless Simulator,game,False,0.0,"24 Apr, 2019",False,Kiddy,Kiddy,"Adventure, Indie, Simulation","Adventure, Indie, Simulation","Simulation, Indie, Adventure, Survival, First-Person, Exploration, Singleplayer, Difficult, Replay Value, Open World, Sandbox, Arcade, Physics, Atmospheric, Multiplayer",True,False,False,₪3.50,₪3.50,0.0,,197.0,0.0,English,"Minimum:OS *:Windows XP, 7, 8, 10Processor:Dual Core 2.4 GHzMemory:1 GB RAMGraphics:GeForce GTX 550Storage:1 GB available spaceRecommended:OS *:Windows XP, 7, 8, 10Processor:Dual Core 2.4 GHzMemory:2 GB RAMGraphics:GeForce GTX 960Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T18:54:51.150067,success
1060450,Sky Shepherd,Dead,1,0.02,4,3,True,2019-05-01,2019-08-01,Sky Shepherd,game,True,0.0,"6 May, 2019",False,Boxcastle Games,Boxcastle Games,"Adventure, Indie","Adventure, Indie","Indie, Adventure, Flight, Atmospheric, Free to Play",True,False,False,Free,Free,0.0,,29.0,0.0,English,"Minimum:OS *:Windows 7 or aboveProcessor:Intel Core i5+Memory:4 GB RAMGraphics:NVIDIA GeForce 470 GTX or AMD Radeon 6870 HDStorage:3 GB available spaceSound Card:Intel HD soundRecommended:OS *:Windows 7 or aboveProcessor:Intel Core i7+Memory:8 GB RAMGraphics:NVIDIA GeForce 1060 GTXStorage:3 GB available spaceSound Card:Intel HD sound*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T18:55:32.940833,success
1060670,Taboos: Cracks,Dead,1,1.61,6,3,True,2025-02-01,2025-07-01,Taboos: Cracks,game,False,18.0,"2 May, 2019",False,DSGame,DSGame,"Casual, Indie","Casual, Indie","Sexual Content, Nudity, Mature, NSFW, Casual, Indie, Anime, Singleplayer, 2D, Card Game, Puzzle, FPS, Visual Novel, Hentai, Shooter, Relaxing, Funny, Romance, Battle Royale, Female Protagonist",True,False,False,₪3.50,₪2.10,40.0,,1593.0,12.0,"English, Simplified Chinese, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America, Vietnamese, Arabic, Korean","Minimum:OS *:Windows7/8/10Processor:Intel Core i5Memory:4 GB RAMGraphics:NVIDIA GefStorage:200 MB available spaceSound Card:DirectX 11 Sound Device*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,1.0,2025-08-24T18:56:26.419453,success
1060810,The Sphere of Abyss,Dead,1,0.665,6,3,True,2019-12-01,2020-11-01,The Sphere of Abyss,game,False,0.0,"25 Nov, 2019",False,Crazy Bear Games,Crazy Bear Games,"Action, Adventure, Indie, RPG, Early Access","Action, Adventure, Indie, RPG, Early Access","Action, Adventure, Indie, RPG, Early Access",True,False,False,₪55.95,₪55.95,0.0,,17.0,28.0,"English, Simplified Chinese, Traditional Chinese","Minimum:OS *:Windows® XPProcessor:Intel® Core™ i3/AMD Phenom™ X3 8850Memory:2 GB RAMGraphics:NVIDIA® GeForce® GTX 260/ATI Radeon™ HD 4890/Intel® HDGraphics 4500DirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:2 GB available spaceRecommended:OS *:Windows® 7/Windows® 8/Windows® 10 64-bitProcessor:Intel® Core™ i5/AMD Phenom™ II  X940 or betterMemory:4 GB RAMGraphics:NVIDIA® GeForce® GTX 560/ATI Radeon™ HD 6870 or betterDirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T18:56:52.590399,success
1060820,DanCop - Daniela on Duty,Dead,1,0.05,4,3,True,2019-05-01,2019-11-01,DanCop - Daniela on Duty,game,True,0.0,"15 May, 2019",False,ScrubbySquirrel,Sascha Hopstein,Indie,Indie,"Indie, Puzzle, Stealth, Retro",True,False,False,Free To Play,Free To Play,0.0,,19.0,21.0,English,"Minimum:OS *:Windows 7 SP1 or laterProcessor:2.5 GHz Intel Core i3 processorMemory:2000 MB RAMDirectX:Version 10Storage:1000 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T18:56:55.889249,success
1061150,Muscle Magic,Dead,1,0.255,6,3,True,2019-06-01,2023-01-01,Muscle Magic,game,True,0.0,"26 Apr, 2019",False,Disco Dog,Breda University of Applied Sciences,"Action, Indie","Action, Indie","Funny, Cartoony, Indie, Casual, Family Friendly, Local Multiplayer, Colorful, Fast-Paced, 4 Player Local, Magic, Top-Down, Free to Play, Action, PvP, Multiplayer, Controller, Local Co-Op, Fighting, Memes, Split Screen",True,False,False,Free,Free,0.0,,47.0,0.0,English,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:Quad-core Intel or AMD, 2.20 GHzMemory:4096 MB RAMGraphics:Nvidia GeForce 940MXDirectX:Version 11Storage:1 GB available spaceSound Card:DirectX-compatible sound cardRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Quad-core Intel or AMD, 2.50 GHzMemory:4096 MB RAMGraphics:Nvidia GeForce 940MXDirectX:Version 11Storage:1 GB available spaceSound Card:DirectX-compatible sound card*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T18:58:30.253308,success
1061180,Crumble,Dead,1,2.62,6,3,True,2024-09-01,2025-07-01,Crumble,game,False,0.0,"4 Dec, 2020",False,BRUTE FORCE,BRUTE FORCE,"Action, Adventure, Indie, Racing","Action, Adventure, Indie, Racing","3D Platformer, Platformer, Indie, Action, Adventure, Parkour, Physics, Cute, Destruction, Funny, 4 Player Local, Casual, Local Co-Op, Singleplayer, Co-op, Split Screen, Party Game, Exploration, Multiplayer, Local Multiplayer",True,True,True,₪55.95,₪55.95,0.0,,651.0,32.0,"English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Turkish","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:2Ghz Dual CoreMemory:4 GB RAMGraphics:Radeon HD 2000 / NVIDIA GeForce 510DirectX:Version 10Storage:1 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:3.2Ghz Dual Core or greaterMemory:8 GB RAMGraphics:Dedicated recommendedDirectX:Version 10Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T18:58:36.133774,success
1061490,Breeding Village,Dead,1,0.74,6,3,True,2020-09-01,2021-08-01,Breeding Village,game,False,18.0,"19 Apr, 2019",False,Miel,Cherry Kiss Games,Casual,Casual,"Visual Novel, Casual, Sexual Content, Nudity, Mature, NSFW, Hentai, Anime, Singleplayer, 2D, Text-Based, Adventure, Colorful, Fantasy, Romance, Dating Sim, Psychological Horror, Survival Horror, Short, Free to Play",True,True,True,₪33.95,₪16.97,50.0,,129.0,10.0,"English, Japanese, Spanish - Latin America, Spanish - Spain","Minimum:OS *:Windows 7 / 8 / 8.1 / 10Processor:2.0 GHz Core 2 DuoMemory:2 GB RAMGraphics:DirectX compatibleDirectX:Version 9.0cStorage:2 GB available spaceSound Card:DirectX-compatible sound*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T18:59:52.460981,success
1061610,Tenderfoot Tactics,Dead,1,2.015,6,3,True,2022-11-01,2024-06-01,Tenderfoot Tactics,game,False,0.0,"21 Oct, 2020",False,"Badru, Michael Bell, Isa Hutchinson, Taylor Thomas, Zoe Vartanian, Madison Pathe",Ice Water Games,"Adventure, Indie, RPG, Strategy","Adventure, Indie, RPG, Strategy","Tactical RPG, Exploration, Turn-Based Tactics, Party-Based RPG, Strategy RPG, Turn-Based Strategy, Character Customization, Open World, Strategy, Singleplayer, Turn-Based Combat, Controller, Colorful, Nonlinear, Fantasy, Magic, Atmospheric, Class-Based, Nature, RPG",True,True,True,₪55.95,₪55.95,0.0,,206.0,12.0,"English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","Minimum:OS *:Windows 7 SP1+Processor:2.5 GHzMemory:2 GB RAMGraphics:Dedicated GPU with SM4+Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,True,1.0,2025-08-24T19:00:10.480733,success
1061690,CameraBag Pro,Dead,1,1.2,6,3,True,2024-04-01,2025-05-01,CameraBag Pro,software,False,0.0,"7 Jun, 2018",False,Nevercenter,Nevercenter,"Design & Illustration, Photo Editing, Video Production","Design & Illustration, Photo Editing, Video Production","Design & Illustration, Video Production, Photo Editing, Software",True,False,False,₪149.95,₪149.95,0.0,,27.0,0.0,English,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 or higherProcessor:64 bitMemory:1 GB RAMStorage:100 MB available spaceRecommended:Requires a 64-bit processor and operating system,,False,0.0,2025-08-24T19:00:28.858863,success
1061770,Transformice Adventures Demo,Dead,1,1.095,6,3,True,2020-12-01,2021-05-01,Transformice Adventures,game,False,0.0,To be announced,False,Atelier 801,Atelier 801,"Action, Indie, Massively Multiplayer, RPG, Free To Play","Action, Indie, Massively Multiplayer, RPG, Free To Play","Free to Play, RPG, Massively Multiplayer, Action, Indie, Online Co-Op, Multiplayer, 2D, Character Customization, Co-op, MMORPG, Cute, Cartoon, Colorful, Action RPG, Roguelite, Adventure, Strategy",False,False,False,,,0.0,,0.0,0.0,"English, French, Italian, Polish, Portuguese - Brazil, Spanish - Latin America","Minimum:OS *:Windows 7Processor:2 GHzMemory:1 GB RAMStorage:250 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T19:01:45.443535,success
1061880,Conan Chop Chop,Dead,1,3.675,6,3,True,2025-02-01,2025-07-01,Conan Chop Chop,game,False,0.0,"1 Mar, 2022",False,Mighty Kingdom,Funcom,"Action, Adventure, Indie","Action, Adventure, Indie","Roguelite, Action Roguelike, Action, Adventure, Roguelike, Local Co-Op, Loot, Online Co-Op, Hack and Slash, Cartoony, Character Customization, Dungeon Crawler, Multiplayer, Party Game, Action-Adventure, RPG, Funny, Arcade, Fantasy, 4 Player Local",True,False,False,₪59.70,₪59.70,0.0,72.0,413.0,45.0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7, 8, 8.1, 10Processor:Intel Core2 Duo E4500 / AMD Athlon 64 X2 4200+Memory:4 GB RAMGraphics:Intel HD Graphics 4400 / GeForce 9600 GT / Radeon HD 3850Network:Broadband Internet connectionStorage:1 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7, 8, 8.1, 10Processor:Intel Core2 Duo E7300 / AMD Athlon II X2 270Memory:4 GB RAMGraphics:Intel UHD 620 / GeForce GTX 260 / Radeon HD 4770Network:Broadband Internet connectionStorage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T19:02:04.610759,success
